country,count,family_code,nr_of_family_members,lives_in_specific,lives_in,age,toothpaste,toothpaste_full_name,f_concentration,children_adult
Latvia,1,10,7,Vidzeme,Town,38,Elmex,Elmex Caries Protection ,1400,
Latvia,1,10,7,Vidzeme,Town,14,Odol-med3,Odol-med3 (Extreme clean),1450,
Latvia,1,10,7,Vidzeme,Town,9,Odol-med3,Odol-med3 (Extreme clean),1450,
Latvia,1,10,7,Kurzeme,City,39,Sensodyne,Sensodyne Ultraszybka Ulga ,1450,
Latvia,1,10,7,Vidzeme,Town,9,Signal,Signal (Junior),1450,children
Latvia,1,10,7,Kurzeme,City,17,Superdrug,Superdrug Pro Care Sensitive Whitening ,1450,
Latvia,1,10,7,Kurzeme,City,18,Superdrug,Superdrug Pro Care Sensitive Whitening ,1450,
Latvia,1,11,8,Vidzeme,Town,7,Elmex,Elmex Junior,1400,children
Latvia,1,11,8,Vidzeme,Town,39,Himalaya,Himalaya Herbals (Complete Care),500,
Latvia,1,11,8,Vidzeme,Town,39,Himalaya,Himalaya Herbals (Complete Care),500,
Latvia,1,11,8,Vidzeme,Town,11,Lacalut,Lacalut (Teens 8+),1400,children
Latvia,1,11,8,Kurzeme,City,13,Sensodyne,Sensodyne Rapid Relief,1450,
Latvia,1,11,8,Kurzeme,City,17,Splat,Splat (Sensitive),0,
Latvia,1,11,8,Kurzeme,City,43,Splat,Splat Ultracomplex ,0,
Latvia,1,11,8,Kurzeme,City,44,Splat,Splat Ultracomplex ,0,
Latvia,1,12,8,Vidzeme,Town,40,Blend-a-med,Blend-a-med Complete Protect expert,1450,
Latvia,1,12,8,Vidzeme,Town,41,Blend-a-med,Blend-a-med Complete Protect expert,1450,
Latvia,1,12,8,Vidzeme,Town,10,Blend-a-med,Blend-a-med Complete Protect expert,1450,
Latvia,1,12,8,Vidzeme,Town,2,Blend-a-med,Blend-a-med Complete Protect expert,1450,
Latvia,1,12,8,Kurzeme,City,17,Colgate,Colgate Total,1450,
Latvia,1,12,8,Kurzeme,City,48,Colgate,Colgate Total,1450,
Latvia,1,12,8,Kurzeme,City,50,Colgate,Colgate Total,1450,
Latvia,1,12,8,Vidzeme,Town,17,Parodontax,Paradontax fluoride,1400,
Latvia,1,13,4,Vidzeme,Town,35,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,13,4,Vidzeme,Town,35,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,13,4,Vidzeme,Town,14,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,13,4,Vidzeme,Town,17,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,14,4,Vidzeme,Town,40,Elgydium,Elgydium (Decay Protection),1350,
Latvia,1,14,4,Vidzeme,Town,42,Elgydium,Elgydium (Decay Protection),1350,
Latvia,1,14,4,Vidzeme,Town,9,Vademecum,Vademecum Junior 6+,500,children
Latvia,1,14,4,Vidzeme,Town,11,Vademecum,Vademecum Junior 6+,500,children
Latvia,1,15,5,Vidzeme,Town,40,Colgate,Colgate total (Visible action),1450,
Latvia,1,15,5,Vidzeme,Town,41,Colgate,Colgate total (Visible action),1450,
Latvia,1,15,5,Vidzeme,Town,10,Colgate,Colgate Total Whitening ,1450,
Latvia,1,15,5,Vidzeme,Town,11,Colgate,Colgate Total Whitening ,1450,
Latvia,1,15,5,Riga,City,17,President,President (Whitening toothpaste),900,
Latvia,1,16,5,Vidzeme,Town,42,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,16,5,Vidzeme,Town,42,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,16,5,Vidzeme,Town,10,Colgate,Colgate Smiles Junior,1450,children
Latvia,1,16,5,Vidzeme,Town,11,Colgate,Colgate Smiles Junior,1450,children
Latvia,1,16,5,Vidzeme,Town,9,Colgate,Colgate Smiles Junior,1450,children
Latvia,1,17,6,Vidzeme,Town,42,Colgate,Colgate Cavity Protection,1500,
Latvia,1,17,6,Vidzeme,Town,41,Colgate,Colgate Cavity Protection,1500,
Latvia,1,17,6,Vidzeme,Town,42,Colgate,Colgate Cavity Protection,1500,
Latvia,1,17,6,Vidzeme,Town,72,Colgate,Colgate Cavity Protection,1500,
Latvia,1,17,6,Vidzeme,Town,10,DentaDoc,DentaDoc kids 0-6,500,children
Latvia,1,17,6,Vidzeme,Town,11,DentaDoc,DentaDoc kids 0-6,500,children
Latvia,1,18,5,Vidzeme,Town,6,Colgate,Colgate Smiles Junior,1450,children
Latvia,1,18,5,Vidzeme,Town,14,President,Pomorin (Classic),1450,
Latvia,1,18,5,Vidzeme,Town,11,President,Pomorin (Classic),1450,
Latvia,1,18,5,Vidzeme,Town,40,President,Pomorin (Classic),1450,
Latvia,1,18,5,Vidzeme,Town,42,President,Pomorin (Classic),1450,
Latvia,1,19,5,Vidzeme,Town,16,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,19,5,Vidzeme,Town,22,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,19,5,Vidzeme,Town,32,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,19,5,Vidzeme,Town,55,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,19,5,Vidzeme,Town,54,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,20,3,Vidzeme,Town,48,Colgate,Colgate Herbal White ,1450,
Latvia,1,20,3,Vidzeme,Town,61,Colgate,Colgate Herbal White ,1450,
Latvia,1,20,3,Vidzeme,Town,16,Sensodyne,Sensodyne (Fluoride),1450,
Latvia,1,21,5,Vidzeme,Town,1,Aquafresh,Aquafresh little teeth 3-5,1450,children
Latvia,1,21,5,Vidzeme,Town,5,Aquafresh,Aquafresh little teeth 3-5,1450,children
Latvia,1,21,5,Vidzeme,Town,54,Natura Siberica,Natura Siberica (Natural black whitening toothpaste),0,
Latvia,1,21,5,Vidzeme,Town,60,Natura Siberica,Natura Siberica (Natural black whitening toothpaste),0,
Latvia,1,21,5,Vidzeme,Town,11,Sensodyne,Sensodyne (Fluoride),1450,
Latvia,1,22,4,Vidzeme,Town,9,Colgate,Colgate Smiles Junior,1450,children
Latvia,1,22,4,Vidzeme,Town,42,Colgate,Colgate Total Whitening ,1450,
Latvia,1,22,4,Vidzeme,Town,39,Colgate,Colgate Total Whitening ,1450,
Latvia,1,22,4,Vidzeme,Town,12,Colgate,Colgate Total Whitening ,1450,
Latvia,1,23,4,Vidzeme,Town,42,Glister,Glister,950,
Latvia,1,23,4,Vidzeme,Town,42,Glister,Glister,950,
Latvia,1,23,4,Vidzeme,Town,13,Glister,Glister,950,
Latvia,1,23,4,Vidzeme,Town,18,Sensodyne,Sensodyne (Fluoride),1450,
Latvia,1,24,3,Vidzeme,Town,11,Elmex,Elmex Junior,1400,children
Latvia,1,24,3,Riga,City,11,Elmex,Elmex Junior,1400,children
Latvia,1,24,3,Vidzeme,Town,35,Sensodyne,Sensodyne Complete,1450,
Latvia,1,25,4,Vidzeme,Town,2,Elgydium,"Elgydium (Kids 2-6, protection caries )",500,children
Latvia,1,25,4,Vidzeme,Town,11,Elmex,Elmex Caries Protection ,1400,
Latvia,1,25,4,Vidzeme,Town,39,Elmex,Elmex Caries Protection ,1400,
Latvia,1,25,4,Vidzeme,Town,39,Elmex,Elmex Caries Protection ,1400,
Latvia,1,32,2,Zemgale,Town,3,Elmex,Elmex Junior,1400,children
Latvia,1,32,2,Zemgale,Town,14,Elmex,Elmex Sensitive ,1450,
Latvia,1,101,4,Latgale,City,17,Faberlic,Faberlic Storie D'amore (fresh breath),0,
Latvia,1,101,4,Latgale,City,39,Faberlic,Faberlic Storie D'amore (fresh breath),0,
Latvia,1,101,4,Latgale,City,40,Optifresh,"Optifresh (system 8, Total protection)",1450,
Latvia,1,101,4,Latgale,City,15,Optifresh,"Optifresh (system 8, Total protection)",1450,
Latvia,1,102,4,Latgale,City,16,Himalaya,Himalaya Herbals (Sparkly white),0,
Latvia,1,102,4,Latgale,City,44,Himalaya,Himalaya Herbals (Sparkly white),0,
Latvia,1,102,4,Latgale,City,44,Himalaya,Himalaya Herbals (Sparkly white),0,
Latvia,1,102,4,Latgale,City,9,Splat,Splat Smilex,0,children
Latvia,1,103,4,Latgale,City,16,Colgate,Colgate Total Whitening ,1450,
Latvia,1,103,4,Latgale,City,40,Colgate,Colgate Total Whitening ,1450,
Latvia,1,103,4,Latgale,City,43,Colgate,Colgate Total Whitening ,1450,
Latvia,1,103,4,Latgale,City,6,SilcaMed,SilcaMed 6+ bkus kola,250,children
Latvia,1,104,2,Latgale,City,38,Splat,Splat Biocalcium,0,
Latvia,1,104,2,Latgale,City,17,Splat,Splat Biocalcium,0,
Latvia,1,105,3,Latgale,City,46,Himalaya,Himalaya Herbals (Sparkly white),0,
Latvia,1,105,3,Latgale,City,17,Splat,Splat White plus,1000,
Latvia,1,105,3,Latgale,City,43,Splat,Splat White plus,1000,
Latvia,1,106,3,Latgale,City,51,Novij zhemchug,Novij zhemchug,0,
Latvia,1,106,3,Latgale,City,16,Splat,Splat (Sensitive),0,
Latvia,1,106,3,Latgale,City,49,Splat,Splat (Sensitive),0,
Latvia,1,107,4,Latgale,City,6,Elmex,Elmex Junior,1400,children
Latvia,1,107,4,Latgale,City,17,President,Pomorin (Classic),1450,
Latvia,1,107,4,Latgale,City,45,President,Pomorin (Classic),1450,
Latvia,1,107,4,Latgale,City,46,President,Pomorin (Classic),1450,
Latvia,1,108,3,Latgale,City,42,Himalaya,Himalaya Botanique (Complete Care),0,
Latvia,1,108,3,Latgale,City,17,President,President (Sensitive),950,
Latvia,1,108,3,Latgale,City,39,President,President (Sensitive),950,
Latvia,1,109,2,Latgale,City,17,Elmex,Elmex sensitive professional,1450,
Latvia,1,109,2,Latgale,City,54,Elmex,Elmex sensitive professional,1450,
Latvia,1,110,3,Latgale,City,44,Ecodenta,Ecodenta black whitening,0,
Latvia,1,110,3,Latgale,City,17,Elmex,Elmex Caries Protection ,1400,
Latvia,1,110,3,Latgale,City,45,Glister,Glister,950,
Latvia,1,111,4,Latgale,City,13,Elmex,Elmex Junior,1400,children
Latvia,1,111,4,Latgale,City,17,Glister,Glister,950,
Latvia,1,111,4,Latgale,City,40,Sensodyne,Sensodyne (Fluoride),1450,
Latvia,1,111,4,Latgale,City,38,Sensodyne,Sensodyne (Fluoride),1450,
Latvia,1,112,4,Latgale,Rural area,41,Elgydium,Elgydium (Dents Sensibles sensitive),1250,
Latvia,1,112,4,Latgale,City,15,Elgydium,Elgydium (Dents Sensibles sensitive),1250,
Latvia,1,112,4,Latgale,City,5,Elgydium,"Elgydium (Kids 2-6, protection caries )",500,children
Latvia,1,112,4,Latgale,Rural area,43,Optifresh,Optifresh (fluoride toothpaste),1450,
Latvia,1,113,5,Latgale,City,3,Glister,Glister (kids),500,children
Latvia,1,113,5,Latgale,City,10,Glister,Glister,950,
Latvia,1,113,5,Latgale,City,16,Glister,Glister,950,
Latvia,1,113,5,Latgale,City,31,Glister,Glister,950,
Latvia,1,113,5,Latgale,Rural area,40,Glister,Glister,950,
Latvia,1,114,7,Latgale,City,37,Colgate,"Colgate (Sensitive with sensifoam, whitening)",1450,
Latvia,1,114,7,Latgale,City,43,Colgate,"Colgate (Sensitive with sensifoam, whitening)",1450,
Latvia,1,114,7,Latgale,City,10,Colgate,Colgate Cavity Protection,1500,
Latvia,1,114,7,Latgale,City,12,Colgate,Colgate Cavity Protection,1500,
Latvia,1,114,7,Latgale,City,14,Colgate,Colgate Cavity Protection,1500,
Latvia,1,114,7,Latgale,City,15,Colgate,Colgate Cavity Protection,1500,
Latvia,1,114,7,Latgale,City,5,Doctordent,Doctor Dent Junior,450,children
Latvia,1,115,4,Latgale,City,36,Lesnoj balzam,Лесной бальзам (тройной эффект),1000,
Latvia,1,115,4,Latgale,City,14,Lesnoj balzam,Лесной бальзам (тройной эффект),1000,
Latvia,1,115,4,Latgale,City,16,SilcaMed,SilcaMed (Natural Extrakte) un  XOC (Cleanising Charcoal),1450,
Latvia,1,115,4,Latgale,City,39,SilcaMed,SilcaMed (Natural Extrakte) un  XOC (Cleanising Charcoal),1450,
Latvia,1,116,3,Latgale,City,16,Sensodyne,Sensodyne Classic,0,
Latvia,1,116,3,Latgale,City,40,Sensodyne,Sensodyne (Fluoride),1450,
Latvia,1,116,3,Latgale,City,41,Sensodyne,Sensodyne (Fluoride),1450,
Latvia,1,117,3,Latgale,City,71,Colgate,Colgate MaxFresh,1450,
Latvia,1,117,3,Latgale,City,53,Colgate,Colgate MaxFresh,1450,
Latvia,1,117,3,Latgale,City,14,Colgate,Colgate MaxFresh,1450,
Latvia,1,118,4,Latgale,City,8,Ecodenta,Ecodenta whitening,1136,
Latvia,1,118,4,Latgale,City,13,Ecodenta,Ecodenta whitening,1136,
Latvia,1,118,4,Latgale,City,41,Ecodenta,Ecodenta whitening,1136,
Latvia,1,118,4,Latgale,City,41,Ecodenta,Ecodenta whitening,1136,
Latvia,1,119,3,Latgale,City,13,President,President (Sensitive),950,
Latvia,1,119,3,Latgale,City,41,President,President (Sensitive),950,
Latvia,1,119,3,Latgale,City,47,President,President (Sensitive),950,
Latvia,1,120,4,Latgale,City,3,President,President Baby 0-3,0,children
Latvia,1,120,4,Latgale,City,34,Splat,Splat White plus,1000,
Latvia,1,120,4,Latgale,City,41,Splat,Splat White plus,1000,
Latvia,1,120,4,Latgale,City,13,Splat,Splat White plus,1000,
Latvia,1,121,3,Latgale,City,13,Recepti zdorovja,Recepti zdorovja,1400,
Latvia,1,121,3,Latgale,City,46,Recepti zdorovja,Recepti zdorovja,1400,
Latvia,1,121,3,Latgale,City,16,Travjanoj balzam,Travjanoj balzam,1400,
Latvia,1,122,4,Latgale,City,19,Colgate,Colgate total (Daily repair),1400,
Latvia,1,122,4,Latgale,City,45,Elmex,Elmex Sensitive ,1400,
Latvia,1,122,4,Latgale,City,45,President,President (Sensitive),950,
Latvia,1,122,4,Latgale,City,13,President,President (Sensitive),950,
Latvia,1,123,4,Latgale,City,13,President,President (Active),1450,
Latvia,1,123,4,Latgale,City,42,Splat,Splat Biocalcium,0,
Latvia,1,123,4,Latgale,City,43,Splat,Splat Biocalcium,0,
Latvia,1,123,4,Latgale,City,5,Vademecum,My little Vademecum 0-6,500,children
Latvia,1,124,3,Latgale,City,46,Colgate,Colgate MaxFresh,1450,
Latvia,1,124,3,Latgale,City,40,Glister,Glister,950,
Latvia,1,124,3,Latgale,City,13,Splat,Splat Ultracomplex ,0,
Latvia,1,125,3,Latgale,City,12,Sensodyne,Sensodyne (Fluoride),1450,
Latvia,1,125,3,Latgale,City,57,Splat,Splat Ultracomplex ,0,
Latvia,1,125,3,Latgale,City,38,Splat,Splat Ultracomplex ,0,
Latvia,1,126,3,Latgale,City,13,Colgate,Colgate total (Daily repair),1400,
Latvia,1,126,3,Latgale,City,42,Colgate,Colgate total (Daily repair),1400,
Latvia,1,126,3,Latgale,City,57,Colgate,Colgate total (Daily repair),1400,
Latvia,1,127,3,Latgale,City,13,Dentalux,Dentalux Complex 5 Whitening plus,1450,
Latvia,1,127,3,Latgale,City,50,Dentalux,Dentalux Complex 5 Whitening plus,1450,
Latvia,1,127,3,Latgale,City,50,Glister,Glister,950,
Latvia,1,128,5,Latgale,City,51,Glister,Glister,950,
Latvia,1,128,5,Latgale,City,57,Glister,Glister,950,
Latvia,1,128,5,Latgale,City,84,Glister,Glister,950,
Latvia,1,128,5,Latgale,City,30,Glister,Glister,950,
Latvia,1,128,5,Latgale,City,13,Glister,Glister,950,
Latvia,1,129,4,Latgale,City,3,Elgydium,"Elgydium (Kids 2-6, protection caries )",500,children
Latvia,1,129,4,Latgale,City,13,Foramen,Foramen (Dientes Sensibles),1500,
Latvia,1,129,4,Latgale,City,47,Lacalut,Lacalut aktiv,1360,
Latvia,1,129,4,Latgale,City,45,Lacalut,Lacalut aktiv,1360,
Latvia,1,130,3,Latgale,City,32,Biomed,Biomed Sensitive ,0,
Latvia,1,130,3,Latgale,City,36,Biomed,Biomed Sensitive ,0,
Latvia,1,130,3,Latgale,City,13,Colgate,Colgate Smiles Junior,1450,children
Latvia,1,131,3,Latgale,City,47,President,President (Sensitive),950,
Latvia,1,131,3,Latgale,City,49,President,President (Sensitive),950,
Latvia,1,131,3,Latgale,City,13,President,President (Sensitive),950,
Latvia,1,132,4,Latgale,City,13,Glister,Glister,950,
Latvia,1,132,4,Latgale,City,21,Glister,Glister,950,
Latvia,1,132,4,Latgale,City,49,Glister,Glister,950,
Latvia,1,132,4,Latgale,City,50,Glister,Glister,950,
Latvia,1,133,6,Latgale,City,53,Dental tripple effect,Dental tripple effect,700,
Latvia,1,133,6,Latgale,City,50,Dental tripple effect,Dental tripple effect,700,
Latvia,1,133,6,Latgale,City,13,Dental tripple effect,Dental tripple effect,700,
Latvia,1,133,6,Latgale,City,10,Dental tripple effect,Dental tripple effect,700,
Latvia,1,133,6,Latgale,City,15,Dental tripple effect,Dental tripple effect,700,
Latvia,1,133,6,Latgale,City,7,Dental tripple effect,Dental tripple effect,700,
Latvia,1,134,4,Latgale,City,37,Splat,Splat (Medical herbs),125,
Latvia,1,134,4,Latgale,City,40,Splat,Splat (Medical herbs),125,
Latvia,1,134,4,Latgale,City,13,Splat,Splat (Medical herbs),125,
Latvia,1,134,4,Latgale,City,15,Splat,Splat (Medical herbs),125,
Latvia,1,135,4,Latgale,City,8,Elmex,Elmex Sensitive Whitening,1400,
Latvia,1,135,4,Latgale,City,13,Elmex,Elmex Sensitive Whitening,1400,
Latvia,1,135,4,Latgale,City,38,Elmex,Elmex Sensitive Whitening,1400,
Latvia,1,135,4,Latgale,City,41,Elmex,Elmex Sensitive Whitening,1400,
Latvia,1,136,5,Latgale,City,34,Glister,Glister,950,
Latvia,1,136,5,Latgale,City,13,Glister,Glister,950,
Latvia,1,136,5,Latgale,City,4,Oral-B,Oral B Proexpert Stages,1100,children
Latvia,1,136,5,Latgale,City,48,President,Pomorin (Classic),1450,
Latvia,1,136,5,Latgale,City,13,President,Pomorin (Classic),1450,
Latvia,1,137,3,Latgale,City,16,Colgate,Colgate Cavity Protection,1500,
Latvia,1,137,3,Latgale,City,54,Colgate,Colgate MaxFresh,1450,
Latvia,1,137,3,Latgale,City,50,Colgate,Colgate Total Whitening ,1450,
Latvia,1,138,3,Latgale,City,16,Active oral care,"Active oral care (Sensitive, gentle whitening)",1450,children
Latvia,1,138,3,Latgale,City,41,Lacalut,Lacalut sensitive,1476,
Latvia,1,138,3,Latgale,City,41,President,President (Whitening toothpaste),1350,
Latvia,1,139,5,Latgale,City,15,Alkmene,Alkmene,1450,
Latvia,1,139,5,Latgale,City,44,SilcaMed,Silcamed Biokalcij,125,
Latvia,1,139,5,Latgale,City,42,SilcaMed,Silcamed Biokalcij,125,
Latvia,1,139,5,Latgale,City,8,SilcaPutzi,Silca Putzi,250,children
Latvia,1,139,5,Latgale,City,12,SilcaPutzi,Silca Putzi,250,children
Latvia,1,140,5,Latgale,City,3,Alterra kids 0-6,Alterra kids 0-6,550,children
Latvia,1,140,5,Latgale,City,14,Himalaya,Himalaya Herbal (Stain - Away),0,
Latvia,1,140,5,Latgale,City,16,Himalaya,Himalaya Herbal (Stain - Away),0,
Latvia,1,140,5,Latgale,City,42,Himalaya,Himalaya Herbal (Stain - Away),0,
Latvia,1,140,5,Latgale,City,45,Splat,Splat Ultracomplex ,0,
Latvia,1,141,3,Latgale,City,48,Theramed,Theramed (Original),1450,
Latvia,1,141,3,Latgale,City,45,Theramed,Theramed (Original),1450,
Latvia,1,141,3,Latgale,City,15,Theramed,Theramed (Original),1450,
Latvia,1,142,4,Latgale,City,12,Aronal,Aronal,1450,
Latvia,1,142,4,Latgale,City,15,Aronal,Aronal,1450,
Latvia,1,142,4,Latgale,City,39,President,President (Sensitive),950,
Latvia,1,142,4,Latgale,City,38,President,President (Sensitive),950,
Latvia,1,143,2,Latgale,City,16,Pomorin,Pomorin (Classic),0,
Latvia,1,143,2,Latgale,City,49,Pomorin,Pomorin (Classic),0,
Latvia,1,144,3,Latgale,City,55,Colgate,Colgate total (Visible action),1450,
Latvia,1,144,3,Latgale,City,54,Superwhite,Superwhite,1450,
Latvia,1,144,3,Latgale,City,16,Superwhite,Superwhite,1450,
Latvia,1,145,2,Latgale,City,17,Elmex,Elmex sensitive professional,1450,
Latvia,1,145,2,Latgale,City,54,Elmex,Elmex sensitive professional,1450,
Latvia,1,146,2,Latgale,City,17,Glister,Glister,950,
Latvia,1,146,2,Latgale,City,46,Glister,Glister,950,
Latvia,1,147,4,Latgale,City,13,Biorepair,Biorepair Intensive Night,0,
Latvia,1,147,4,Latgale,City,7,President,President Junior 6+,950,children
Latvia,1,147,4,Latgale,City,40,President,President (Whitening toothpaste),1350,
Latvia,1,147,4,Latgale,City,39,President,President (Whitening toothpaste),1350,
Latvia,1,148,3,Latgale,City,18,Colgate,Colgate Advanced white,1450,
Latvia,1,148,3,Latgale,City,56,Colgate,Colgate Advanced white,1450,
Latvia,1,148,3,Latgale,City,65,Colgate,Colgate Advanced white,1450,
Latvia,1,149,2,Latgale,City,16,Colgate,Colgate total ,1450,
Latvia,1,149,2,Latgale,City,46,Colgate,Colgate Total Whitening ,1450,
Latvia,1,150,4,Latgale,City,10,Colgate,Colgate Cavity Protection,1500,
Latvia,1,150,4,Latgale,City,16,Colgate,Colgate Max white (white and protection),1450,
Latvia,1,150,4,Latgale,City,46,Colgate,Colgate Max white (white and protection),1450,
Latvia,1,150,4,Latgale,City,48,Ecodenta,"Ecodenta (with extracts of chamomile and cloves, and Kalident)",1136,
Latvia,1,151,3,Latgale,City,17,Splat,Splat White plus,1000,
Latvia,1,151,3,Latgale,City,49,Splat,Splat White plus,1000,
Latvia,1,151,3,Latgale,City,47,Splat,Splat White plus,1000,
Latvia,1,152,4,Latgale,City,17,Himalaya,Himalaya Herbal Healthcare Mint Fresh,0,
Latvia,1,152,4,Latgale,City,20,Himalaya,Himalaya Herbal Healthcare Mint Fresh,0,
Latvia,1,152,4,Latgale,City,43,Himalaya,Himalaya Herbal Healthcare Mint Fresh,0,
Latvia,1,152,4,Latgale,City,43,Himalaya,Himalaya Herbal Healthcare Mint Fresh,0,
Latvia,1,153,2,Latgale,City,18,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,153,2,Latgale,City,24,Colgate,Colgate Max white (white crystals),1450,
Latvia,1,154,4,Latgale,City,48,Elmex,Elmex sensitive professional,1450,
Latvia,1,154,4,Latgale,City,21,Lacalut,Lacalut aktiv,1360,
Latvia,1,154,4,Latgale,City,47,Lacalut,Lacalut aktiv,1360,
Latvia,1,154,4,Latgale,City,17,Lacalut,Lacalut aktiv,1450,
Latvia,1,155,3,Latgale,City,17,Colgate,Colgate Advanced white,1450,
Latvia,1,155,3,Latgale,City,50,Colgate,Colgate Advanced white,1450,
Latvia,1,155,3,Latgale,City,51,Colgate,Colgate Advanced white,1450,
Latvia,1,156,3,Latgale,City,18,Glister,Glister,950,
Latvia,1,156,3,Latgale,City,43,Glister,Glister,950,
Latvia,1,156,3,Latgale,City,43,Glister,Glister,950,
Latvia,1,157,2,Latgale,City,18,Splat,Splat Biocalcium,1000,
Latvia,1,157,2,Latgale,City,18,Splat,Splat Biocalcium,1000,
Latvia,1,158,3,Latgale,City,14,Colgate,Colgate total ,1450,
Latvia,1,158,3,Latgale,City,44,Glister,Glister,950,
Latvia,1,158,3,Latgale,City,45,Glister,Glister,950,
Latvia,1,159,2,Latgale,City,67,Signal,Signal (Expert Protection),1450,
Latvia,1,159,2,Latgale,City,14,Signal,Signal (Expert Protection),1450,
Latvia,1,160,3,Latgale,City,18,Optifresh,"Optifresh (system 8, Total protection)",1450,
Latvia,1,160,3,Latgale,City,46,Optifresh,"Optifresh (system 8, Total protection)",1450,
Latvia,1,160,3,Latgale,City,50,Optifresh,"Optifresh (system 8, Total protection)",1450,
Latvia,1,161,2,Latgale,City,18,Colgate,Colgate MaxFresh,1450,
Latvia,1,161,2,Latgale,City,57,Colgate,Colgate MaxFresh,1450,
Latvia,1,162,3,Latgale,City,18,Himalaya,Himalaya Herbal (Stain - Away),0,
Latvia,1,162,3,Latgale,City,24,Himalaya,Himalaya Herbal (Stain - Away),0,
Latvia,1,162,3,Latgale,City,50,Himalaya,Himalaya Herbal (Stain - Away),0,
Latvia,1,163,2,Latgale,City,18,Eurodont,Eurodont (Fresh mint),1450,
Latvia,1,163,2,Latgale,City,42,Eurodont,Eurodont (Fresh mint),1450,
Latvia,1,201,10,Zemgale,Town,15,Aronal,Aronal,1450,
Latvia,1,201,10,Zemgale,Town,40,Aronal,Aronal,1450,
Latvia,1,201,10,Zemgale,Town,42,Aronal,Aronal,1450,
Latvia,1,201,10,Zemgale,Town,42,Colgate,Colgate Triple Action ,1500,
Latvia,1,201,10,Zemgale,Town,40,Colgate,Colgate Triple Action ,1500,
Latvia,1,201,10,Zemgale,Town,15,Colgate,Colgate Triple Action ,1500,
Latvia,1,201,10,Zemgale,Town,10,Elmex,Elmex Junior,1400,children
Latvia,1,201,10,Zemgale,Town,40,Himalaya,Himalaya Herbal Healthcare Mint Fresh,0,
Latvia,1,201,10,Zemgale,Town,42,Himalaya,Himalaya Herbal Healthcare Mint Fresh,0,
Latvia,1,201,10,Zemgale,Town,10,Splat,Splat Smilex,0,
Latvia,1,202,12,Zemgale,City,10,Himalaya,Himalaya Herbals (Sparkly white),0,
Latvia,1,202,12,Zemgale,City,19,Himalaya,Himalaya Herbals (Sparkly white),0,
Latvia,1,202,12,Zemgale,City,41,Himalaya,Himalaya Herbals (Sparkly white),0,
Latvia,1,202,12,Zemgale,City,44,Himalaya,Himalaya Herbals (Sparkly white),0,
Latvia,1,202,12,Zemgale,City,10,Sensodyne,Sensodyne Deep Clean,1450,
Latvia,1,202,12,Zemgale,City,19,Sensodyne,Sensodyne Deep Clean,1450,
Latvia,1,202,12,Zemgale,City,41,Sensodyne,Sensodyne Deep Clean,1450,
Latvia,1,202,12,Zemgale,City,44,Sensodyne,Sensodyne Deep Clean,1450,
Latvia,1,202,12,Zemgale,City,10,Vademecum,Vademecum Whitening,1450,
Latvia,1,202,12,Zemgale,City,19,Vademecum,Vademecum Whitening,1450,
Latvia,1,202,12,Zemgale,City,41,Vademecum,Vademecum Whitening,1450,
Latvia,1,202,12,Zemgale,City,44,Vademecum,Vademecum Whitening,1450,
Latvia,1,203,3,Zemgale,Town,11,Elmex,Elmex anticaries,1400,
Latvia,1,203,3,Zemgale,Town,40,Elmex,Elmex sensitive professional,1400,
Latvia,1,203,3,Zemgale,Town,41,Elmex,Elmex sensitive professional,1400,
Latvia,1,204,6,Zemgale,City,13,Sensodyne,Sensodyne Extra Whitening,1450,
Latvia,1,204,6,Zemgale,City,61,Sensodyne,Sensodyne Extra Whitening,1450,
Latvia,1,204,6,Zemgale,City,67,Sensodyne,Sensodyne Extra Whitening,1450,
Latvia,1,204,6,Zemgale,City,44,Sensodyne,Sensodyne Extra Whitening,1450,
Latvia,1,204,6,Zemgale,City,4,Vademecum,My little Vademecum 0-6,500,children
Latvia,1,204,6,Zemgale,City,10,Vademecum,My little Vademecum 0-6,500,children
Latvia,1,205,4,Zemgale,City,42,Elgydium,Elgydium whitening,0,
Latvia,1,205,4,Zemgale,City,10,Elmex,Elmex Junior,1400,children
Latvia,1,205,4,Zemgale,City,6,Elmex,Elmex Junior,1400,children
Latvia,1,205,4,Zemgale,City,37,President,President (Active),1450,
Latvia,1,206,4,Zemgale,City,10,Aquafresh,Aquafresh family protection fresh&minty,1450,
Latvia,1,206,4,Zemgale,City,16,Aquafresh,Aquafresh family protection fresh&minty,1450,
Latvia,1,206,4,Zemgale,City,40,Aquafresh,Aquafresh family protection fresh&minty,1450,
Latvia,1,206,4,Zemgale,City,44,Dentofit,Dentofit coolfresh,1450,
